Customer_ID,final_churn_probability,Risk_Level,Primary_Reason
CID01188,0.13358675,Low Risk,Engagement_Score
CID01994,0.13351375,Low Risk,Withdrawal_Ratio
CID00055,0.13346192,Low Risk,Win_Rate
CID01436,0.13321005,Low Risk,Win_Rate
CID01937,0.13301802,Low Risk,Email_Open_Rate
CID01832,0.13291615,Low Risk,Engagement_Score
CID00244,0.13270426,Low Risk,Email_Open_Rate
CID01825,0.1326344,Low Risk,Win_Rate
CID00307,0.13257982,Low Risk,Win_Rate
CID01705,0.13256466,Low Risk,Login_Drop_Percent
CID00968,0.13255836,Low Risk,Withdrawal_Ratio
CID00802,0.1325561,Low Risk,Avg_Trade_Return
CID00782,0.1324933,Low Risk,Account_Age
CID01549,0.1323273,Low Risk,Win_Rate
CID00186,0.13226789,Low Risk,Email_Open_Rate
CID01121,0.13225569,Low Risk,Push_Click_Rate
CID01816,0.13216743,Low Risk,Email_Open_Rate
CID01085,0.13214721,Low Risk,Account_Age
CID00977,0.13213593,Low Risk,Win_Rate
CID01562,0.13205518,Low Risk,Win_Rate
CID01071,0.13203923,Low Risk,Withdrawal_Ratio
CID01555,0.13194764,Low Risk,PnL_Percent
CID00662,0.1315711,Low Risk,Avg_Trade_Return
CID00497,0.13155764,Low Risk,Deposits
CID01537,0.13148867,Low Risk,Win_Rate
CID00880,0.13144569,Low Risk,PnL_Percent
CID01946,0.13136816,Low Risk,Avg_Trade_Return
CID00248,0.13134593,Low Risk,Account_Age
CID00539,0.13106121,Low Risk,Login_Drop_Percent
CID01942,0.131058,Low Risk,Email_Open_Rate
CID01308,0.13101749,Low Risk,Avg_Trade_Return
CID00137,0.13093705,Low Risk,Win_Rate
CID01500,0.1307603,Low Risk,Avg_Trade_Return
CID00891,0.13064596,Low Risk,Win_Rate
CID00780,0.1306452,Low Risk,Portfolio_Value
CID00266,0.13055246,Low Risk,Account_Age
CID00572,0.13048647,Low Risk,Win_Rate
CID01675,0.130333,Low Risk,Win_Rate
CID01481,0.13003609,Low Risk,Withdrawal_Ratio
CID00339,0.12993477,Low Risk,PnL_Percent
CID01014,0.12986362,Low Risk,PnL_Percent
CID01629,0.12975201,Low Risk,Win_Rate
CID01665,0.12973139,Low Risk,PnL_Percent
CID00066,0.12970878,Low Risk,Avg_Trade_Return
CID01122,0.12967679,Low Risk,PnL_Percent
CID00356,0.1295673,Low Risk,Avg_Trade_Return
CID00758,0.1294913,Low Risk,Engagement_Score
CID00642,0.1293453,Low Risk,Avg_Trade_Return
CID01620,0.12912616,Low Risk,Win_Rate
CID01490,0.1288296,Low Risk,PnL_Percent
CID01103,0.12823476,Low Risk,PnL_Percent
CID01838,0.12801786,Low Risk,Trades_30D
CID00315,0.1280131,Low Risk,Avg_Trade_Return
CID01025,0.12780626,Low Risk,Win_Rate
CID00638,0.12768574,Low Risk,Win_Rate
CID00110,0.12763241,Low Risk,Win_Rate
CID01230,0.12729925,Low Risk,PnL_Percent
CID00856,0.12727632,Low Risk,Engagement_Score
CID01229,0.12726791,Low Risk,PnL_Percent
CID01581,0.12723882,Low Risk,Account_Age
CID00714,0.12716709,Low Risk,Win_Rate
CID00936,0.1270018,Low Risk,Win_Rate
CID00751,0.12684523,Low Risk,Avg_Trade_Return
CID01110,0.12676796,Low Risk,Push_Click_Rate
CID01235,0.12662578,Low Risk,Win_Rate
CID00263,0.12662102,Low Risk,Win_Rate
CID00346,0.12652586,Low Risk,Withdrawal_Ratio
CID01679,0.12641816,Low Risk,PnL_Percent
CID00262,0.12641345,Low Risk,Win_Rate
CID01217,0.12637125,Low Risk,Push_Click_Rate
CID01647,0.12614538,Low Risk,Win_Rate
CID01327,0.12613282,Low Risk,Engagement_Score
CID01730,0.12599975,Low Risk,Win_Rate
CID01181,0.12595119,Low Risk,Win_Rate
CID01566,0.12565131,Low Risk,Email_Open_Rate
CID01395,0.12564199,Low Risk,PnL_Percent
CID00349,0.12561256,Low Risk,Win_Rate
CID01812,0.12554024,Low Risk,Win_Rate
CID00217,0.12549007,Low Risk,Win_Rate
CID00862,0.1254461,Low Risk,Win_Rate
CID01232,0.12524939,Low Risk,Login_Drop_Percent
CID00169,0.1251629,Low Risk,Win_Rate
CID00296,0.12509482,Low Risk,Win_Rate
CID01624,0.1249714,Low Risk,Account_Age
CID01456,0.12494343,Low Risk,Engagement_Score
CID01777,0.12492271,Low Risk,Push_Click_Rate
CID01031,0.12454524,Low Risk,Win_Rate
CID00362,0.12445649,Low Risk,Account_Age
CID01606,0.12444071,Low Risk,Account_Age
CID01827,0.12438399,Low Risk,Deposits
CID01431,0.12431428,Low Risk,Win_Rate
CID01096,0.12410579,Low Risk,PnL_Percent
CID00448,0.12405713,Low Risk,Account_Age
CID01787,0.124039315,Low Risk,Engagement_Score
CID01514,0.123936966,Low Risk,Avg_Trade_Return
CID00101,0.12387484,Low Risk,Email_Open_Rate
CID00986,0.12383897,Low Risk,Trades_30D
CID01163,0.12376297,Low Risk,Deposits
CID01801,0.12364057,Low Risk,Win_Rate
CID00540,0.123254605,Low Risk,Win_Rate
CID01114,0.12324125,Low Risk,PnL_Percent
CID01426,0.12317645,Low Risk,Win_Rate
CID00333,0.12306528,Low Risk,Win_Rate
CID01443,0.1230197,Low Risk,Email_Open_Rate
CID00777,0.12293162,Low Risk,Withdrawal_Ratio
CID00571,0.12277663,Low Risk,Avg_Trade_Return
CID00160,0.122776225,Low Risk,Engagement_Score
CID01931,0.122726135,Low Risk,Deposits
CID01116,0.12270528,Low Risk,Email_Open_Rate
CID00939,0.12268549,Low Risk,Avg_Trade_Return
CID00391,0.12266685,Low Risk,Email_Open_Rate
CID00564,0.12228266,Low Risk,Withdrawals
CID00323,0.12226555,Low Risk,Drawdown
CID00077,0.122252665,Low Risk,Win_Rate
CID00708,0.12208377,Low Risk,PnL_Percent
CID00735,0.121958554,Low Risk,Win_Rate
CID00430,0.12176801,Low Risk,Engagement_Score
CID01106,0.12165722,Low Risk,Avg_Trade_Return
CID00731,0.12151145,Low Risk,Email_Open_Rate
CID00513,0.121466994,Low Risk,Engagement_Score
CID00887,0.12142311,Low Risk,Email_Open_Rate
CID01752,0.12134701,Low Risk,Win_Rate
CID01673,0.12117068,Low Risk,Win_Rate
CID00512,0.12111168,Low Risk,Push_Click_Rate
CID01577,0.121072784,Low Risk,Win_Rate
CID00527,0.12106931,Low Risk,Withdrawal_Ratio
CID00393,0.12089698,Low Risk,Account_Age
CID01963,0.120864116,Low Risk,Email_Open_Rate
CID01084,0.1208414,Low Risk,Email_Open_Rate
CID00823,0.12078002,Low Risk,Win_Rate
CID00049,0.12073822,Low Risk,Email_Open_Rate
CID00912,0.120731056,Low Risk,Email_Open_Rate
CID01225,0.12072983,Low Risk,Email_Open_Rate
CID00998,0.12069842,Low Risk,Win_Rate
CID00387,0.12056968,Low Risk,Email_Open_Rate
CID00205,0.12052005,Low Risk,Email_Open_Rate
CID00653,0.12030123,Low Risk,Account_Age
CID00299,0.12025442,Low Risk,Win_Rate
CID00189,0.12021466,Low Risk,Email_Open_Rate
CID01420,0.12019898,Low Risk,Engagement_Score
CID00640,0.12018652,Low Risk,Avg_Trade_Return
CID00522,0.11995402,Low Risk,PnL_Percent
CID01625,0.119845614,Low Risk,PnL_Percent
CID01248,0.119769886,Low Risk,Push_Click_Rate
CID01367,0.119482264,Low Risk,PnL_Percent
CID01393,0.11921952,Low Risk,Win_Rate
CID00877,0.11900961,Low Risk,Engagement_Score
CID01846,0.118874654,Low Risk,Avg_Trade_Return
CID00395,0.11882896,Low Risk,Win_Rate
CID00859,0.11877958,Low Risk,Withdrawals
CID00902,0.11872195,Low Risk,Win_Rate
CID01848,0.11861486,Low Risk,Email_Open_Rate
CID01974,0.11859686,Low Risk,PnL_Percent
CID00752,0.11852803,Low Risk,PnL_Percent
CID00558,0.118250415,Low Risk,Email_Open_Rate
CID00407,0.118212916,Low Risk,Email_Open_Rate
CID00838,0.11819069,Low Risk,Engagement_Score
CID00941,0.11817404,Low Risk,Avg_Trade_Return
CID00975,0.11814296,Low Risk,Withdrawals
CID00982,0.11805244,Low Risk,Email_Open_Rate
CID00870,0.117986105,Low Risk,Win_Rate
CID00651,0.11796335,Low Risk,PnL_Percent
CID00304,0.11790295,Low Risk,Win_Rate
CID00724,0.11787167,Low Risk,Win_Rate
CID00471,0.11786618,Low Risk,Avg_Trade_Return
CID01323,0.11781274,Low Risk,Win_Rate
CID00595,0.11779696,Low Risk,Win_Rate
CID00759,0.11770243,Low Risk,Email_Open_Rate
CID01041,0.11761808,Low Risk,Win_Rate
CID00401,0.11754129,Low Risk,Portfolio_Value
CID01526,0.117504,Low Risk,PnL_Percent
CID01190,0.11748603,Low Risk,Account_Age
CID00627,0.11744592,Low Risk,Push_Click_Rate
CID01035,0.117402926,Low Risk,Email_Open_Rate
CID01072,0.117224924,Low Risk,Push_Click_Rate
CID00834,0.11714224,Low Risk,Engagement_Score
CID00849,0.117054075,Low Risk,Withdrawal_Ratio
CID00452,0.11689339,Low Risk,PnL_Percent
CID01527,0.1168493,Low Risk,Email_Open_Rate
CID00472,0.11670448,Low Risk,Win_Rate
CID01547,0.11668235,Low Risk,Win_Rate
CID01905,0.11659439,Low Risk,Account_Age
CID01493,0.116571754,Low Risk,PnL_Percent
CID01479,0.11651673,Low Risk,Engagement_Score
CID01572,0.116260655,Low Risk,Win_Rate
CID00447,0.11625622,Low Risk,PnL_Percent
CID01050,0.11588667,Low Risk,Drawdown
CID01546,0.115815684,Low Risk,PnL_Percent
CID01949,0.11579878,Low Risk,Withdrawals
CID00819,0.115785465,Low Risk,Avg_Trade_Return
CID01776,0.11574417,Low Risk,Win_Rate
CID00625,0.11556041,Low Risk,Withdrawal_Ratio
CID00238,0.11538437,Low Risk,Win_Rate
CID00457,0.11535109,Low Risk,Win_Rate
CID00382,0.11530426,Low Risk,Email_Open_Rate
CID01593,0.11527759,Low Risk,Win_Rate
CID00637,0.11498487,Low Risk,Push_Click_Rate
CID01265,0.11494597,Low Risk,Avg_Trade_Return
CID00535,0.11483346,Low Risk,Win_Rate
CID01992,0.114579834,Low Risk,Withdrawal_Ratio
CID00414,0.11457513,Low Risk,Account_Age
CID01187,0.11451094,Low Risk,PnL_Percent
CID00560,0.11450926,Low Risk,Email_Open_Rate
CID01926,0.11438093,Low Risk,Engagement_Score
CID00784,0.11437407,Low Risk,PnL_Percent
CID00971,0.114195034,Low Risk,Email_Open_Rate
CID00911,0.11415969,Low Risk,PnL_Percent
CID00146,0.11412979,Low Risk,Win_Rate
CID00245,0.11380292,Low Risk,Email_Open_Rate
CID01790,0.11356465,Low Risk,Withdrawal_Ratio
CID01964,0.11349483,Low Risk,Account_Age
CID01621,0.113464914,Low Risk,Drawdown
CID00308,0.11343884,Low Risk,Win_Rate
CID00893,0.113196604,Low Risk,Withdrawal_Ratio
CID01056,0.11316129,Low Risk,Login_Drop_Percent
CID00068,0.11313862,Low Risk,Withdrawal_Ratio
CID00607,0.11310109,Low Risk,Account_Age
CID00469,0.11274805,Low Risk,Email_Open_Rate
CID01253,0.11219147,Low Risk,Win_Rate
CID00486,0.11200324,Low Risk,Account_Age
CID00685,0.11185904,Low Risk,Avg_Trade_Return
CID00711,0.111634135,Low Risk,Account_Age
CID00003,0.111523695,Low Risk,Email_Open_Rate
CID00067,0.11136217,Low Risk,Win_Rate
CID00442,0.111269355,Low Risk,Win_Rate
CID00533,0.11122106,Low Risk,Engagement_Score
CID00425,0.111170225,Low Risk,Engagement_Score
CID01982,0.11113318,Low Risk,Login_Drop_Percent
CID01557,0.11096919,Low Risk,Avg_Trade_Return
CID00635,0.11091707,Low Risk,Win_Rate
CID01786,0.11080738,Low Risk,Email_Open_Rate
CID00889,0.11071679,Low Risk,Account_Age
CID01394,0.11070557,Low Risk,Win_Rate
CID01919,0.11052745,Low Risk,Withdrawal_Ratio
CID01099,0.11049203,Low Risk,Win_Rate
CID01397,0.11040599,Low Risk,Win_Rate
CID00837,0.110400766,Low Risk,PnL_Percent
CID00035,0.11037743,Low Risk,Engagement_Score
CID01357,0.110367104,Low Risk,Win_Rate
CID00836,0.11025444,Low Risk,Win_Rate
CID00592,0.110206194,Low Risk,Portfolio_Value
CID00303,0.11017143,Low Risk,Win_Rate
CID00386,0.10985638,Low Risk,Email_Open_Rate
CID01171,0.10971593,Low Risk,PnL_Percent
CID01288,0.109610334,Low Risk,Win_Rate
CID00458,0.10950292,Low Risk,Email_Open_Rate
CID00456,0.10949513,Low Risk,Avg_Trade_Return
CID01215,0.109448634,Low Risk,Win_Rate
CID01855,0.10936431,Low Risk,Withdrawal_Ratio
CID00178,0.10931046,Low Risk,Email_Open_Rate
CID01379,0.10922625,Low Risk,Withdrawal_Ratio
CID01210,0.109147236,Low Risk,Win_Rate
CID01263,0.10910063,Low Risk,Withdrawal_Ratio
CID00470,0.10899929,Low Risk,Win_Rate
CID01553,0.108984515,Low Risk,Email_Open_Rate
CID00548,0.108978845,Low Risk,Push_Click_Rate
CID00413,0.10897125,Low Risk,Email_Open_Rate
CID00707,0.108969145,Low Risk,Win_Rate
CID00566,0.108795226,Low Risk,PnL_Percent
CID01738,0.10875474,Low Risk,Withdrawal_Ratio
CID00373,0.108728945,Low Risk,PnL_Percent
CID01093,0.108686745,Low Risk,Withdrawal_Ratio
CID00510,0.108548194,Low Risk,Account_Age
CID01782,0.108429044,Low Risk,PnL_Percent
CID01480,0.10836768,Low Risk,Withdrawal_Ratio
CID00666,0.10824227,Low Risk,Email_Open_Rate
CID01338,0.10814004,Low Risk,Win_Rate
CID01610,0.10804255,Low Risk,Engagement_Score
CID01048,0.10794706,Low Risk,Avg_Trade_Return
CID00453,0.10787203,Low Risk,Portfolio_Value
CID01358,0.10784181,Low Risk,Email_Open_Rate
CID00087,0.10775834,Low Risk,Login_Drop_Percent
CID00239,0.10768469,Low Risk,Win_Rate
CID00562,0.10766332,Low Risk,Win_Rate
CID00493,0.107430704,Low Risk,PnL_Percent
CID01583,0.10740147,Low Risk,Engagement_Score
CID00179,0.10735689,Low Risk,Withdrawals
CID01143,0.1072985,Low Risk,Email_Open_Rate
CID01563,0.106983095,Low Risk,Engagement_Score
CID00628,0.106924415,Low Risk,Deposits
CID01454,0.10685149,Low Risk,PnL_Percent
CID01894,0.10681432,Low Risk,Win_Rate
CID01681,0.10670873,Low Risk,Win_Rate
CID01237,0.10658661,Low Risk,Win_Rate
CID00589,0.10654081,Low Risk,Engagement_Score
CID01415,0.106539644,Low Risk,Win_Rate
CID00736,0.10650531,Low Risk,Login_Drop_Percent
CID00345,0.10617045,Low Risk,Engagement_Score
CID00913,0.10598707,Low Risk,Withdrawal_Ratio
CID00929,0.105875336,Low Risk,Push_Click_Rate
CID01716,0.10585814,Low Risk,Win_Rate
CID01222,0.10585349,Low Risk,Win_Rate
CID00974,0.10563923,Low Risk,Withdrawals
CID01785,0.10558416,Low Risk,Engagement_Score
CID00032,0.10555708,Low Risk,Win_Rate
CID01073,0.105532706,Low Risk,Engagement_Score
CID01666,0.105525926,Low Risk,Avg_Trade_Return
CID00069,0.10547523,Low Risk,Login_Drop_Percent
CID01129,0.105468184,Low Risk,Win_Rate
CID00317,0.10537917,Low Risk,Withdrawal_Ratio
CID01578,0.10534257,Low Risk,Win_Rate
CID01316,0.105272,Low Risk,Email_Open_Rate
CID01159,0.10524392,Low Risk,Login_30D
CID00131,0.10522958,Low Risk,PnL_Percent
CID01306,0.10517192,Low Risk,Email_Open_Rate
CID01091,0.10510451,Low Risk,Login_Drop_Percent
CID01165,0.10508634,Low Risk,Withdrawals
CID01435,0.104690954,Low Risk,Engagement_Score
CID01575,0.10460316,Low Risk,Withdrawal_Ratio
CID00652,0.104595765,Low Risk,Withdrawal_Ratio
CID01244,0.10444197,Low Risk,Win_Rate
CID00117,0.10439484,Low Risk,Win_Rate
CID00673,0.104315534,Low Risk,Email_Open_Rate
CID00291,0.10422407,Low Risk,PnL_Percent
CID01534,0.10397868,Low Risk,Account_Age
CID00886,0.103978015,Low Risk,PnL_Percent
CID00278,0.103786275,Low Risk,Deposits
CID01149,0.103740975,Low Risk,PnL_Percent
CID01797,0.10365917,Low Risk,Win_Rate
CID00484,0.10364691,Low Risk,Avg_Trade_Return
CID01980,0.10323044,Low Risk,Win_Rate
CID00871,0.10318459,Low Risk,Win_Rate
CID00300,0.103104584,Low Risk,Win_Rate
CID01216,0.10310344,Low Risk,Withdrawal_Ratio
CID01715,0.10306328,Low Risk,Win_Rate
CID00996,0.1030508,Low Risk,Account_Age
CID01627,0.10303379,Low Risk,Win_Rate
CID01806,0.10292468,Low Risk,Email_Open_Rate
CID00668,0.10277384,Low Risk,Win_Rate
CID01290,0.102720186,Low Risk,Win_Rate
CID00338,0.10259807,Low Risk,Account_Age
CID01467,0.10248712,Low Risk,Email_Open_Rate
CID00402,0.1024471,Low Risk,Win_Rate
CID00380,0.10219497,Low Risk,Win_Rate
CID01769,0.1020886,Low Risk,Engagement_Score
CID00161,0.10206227,Low Risk,Withdrawal_Ratio
CID01755,0.10194259,Low Risk,Email_Open_Rate
CID00334,0.10188463,Low Risk,Win_Rate
CID00084,0.10168142,Low Risk,Account_Age
CID00682,0.10162416,Low Risk,Win_Rate
CID01074,0.101601094,Low Risk,Avg_Trade_Return
CID01080,0.10146889,Low Risk,Avg_Trade_Return
CID00852,0.101308145,Low Risk,Win_Rate
CID00873,0.10130344,Low Risk,Login_Drop_Percent
CID01576,0.101184726,Low Risk,Avg_Trade_Return
CID00064,0.10107989,Low Risk,Avg_Trade_Return
CID00128,0.10107478,Low Risk,Withdrawals
CID00172,0.10103283,Low Risk,PnL_Percent
CID00674,0.100876376,Low Risk,Win_Rate
CID00364,0.10084673,Low Risk,Account_Age
CID01724,0.10074437,Low Risk,Account_Age
CID01678,0.10070921,Low Risk,Withdrawals
CID01465,0.10068408,Low Risk,Win_Rate
CID00151,0.10066461,Low Risk,Email_Open_Rate
CID01296,0.10055008,Low Risk,Win_Rate
CID01226,0.10043005,Low Risk,Email_Open_Rate
CID00065,0.100337,Low Risk,Withdrawals
CID00771,0.10028265,Low Risk,Email_Open_Rate
CID00243,0.10027759,Low Risk,Avg_Trade_Return
CID00183,0.100271896,Low Risk,Email_Open_Rate
CID01635,0.10017592,Low Risk,PnL_Percent
CID01721,0.10010592,Low Risk,Account_Age
CID00406,0.100001976,Low Risk,Win_Rate
CID00845,0.09999978,Low Risk,Account_Age
CID00415,0.099947006,Low Risk,Win_Rate
CID01201,0.09987199,Low Risk,Email_Open_Rate
CID00039,0.099861115,Low Risk,Win_Rate
CID00921,0.09985698,Low Risk,Email_Open_Rate
CID01313,0.09971337,Low Risk,Win_Rate
CID00075,0.0996699,Low Risk,Email_Open_Rate
CID01135,0.09963525,Low Risk,Deposits
CID01318,0.09954246,Low Risk,PnL_Percent
CID01164,0.09948861,Low Risk,Portfolio_Value
CID01961,0.0994526,Low Risk,Account_Age
CID00002,0.09941504,Low Risk,Win_Rate
CID01823,0.09940689,Low Risk,Email_Open_Rate
CID00033,0.09917056,Low Risk,PnL_Percent
CID01227,0.09915839,Low Risk,PnL_Percent
CID00633,0.09910376,Low Risk,Engagement_Score
CID01956,0.09904843,Low Risk,Invested_Amount
CID01030,0.098914854,Low Risk,Win_Rate
CID01300,0.09869096,Low Risk,Win_Rate
CID01063,0.09855314,Low Risk,Win_Rate
CID01830,0.09855166,Low Risk,Engagement_Score
CID01834,0.09843353,Low Risk,Win_Rate
CID00648,0.09821274,Low Risk,Win_Rate
CID00224,0.09820744,Low Risk,Drawdown
CID00134,0.097930215,Low Risk,Win_Rate
CID00120,0.09783822,Low Risk,Win_Rate
CID00109,0.09773926,Low Risk,PnL_Percent
CID00170,0.09769831,Low Risk,Login_Drop_Percent
CID01184,0.09765421,Low Risk,Win_Rate
CID00769,0.09752472,Low Risk,Login_Drop_Percent
CID00341,0.097479865,Low Risk,Win_Rate
CID00056,0.09743906,Low Risk,Avg_Trade_Return
CID01899,0.097432,Low Risk,Win_Rate
CID00829,0.09730791,Low Risk,PnL_Percent
CID01843,0.09725289,Low Risk,PnL_Percent
CID01607,0.09724138,Low Risk,Withdrawal_Ratio
CID01384,0.09722129,Low Risk,Engagement_Score
CID01710,0.097096205,Low Risk,Login_Drop_Percent
CID01158,0.09703707,Low Risk,Win_Rate
CID01489,0.09698907,Low Risk,Withdrawal_Ratio
CID01424,0.09688399,Low Risk,Engagement_Score
CID01516,0.09682524,Low Risk,Email_Open_Rate
CID01095,0.096752934,Low Risk,PnL_Percent
CID01821,0.0967497,Low Risk,PnL_Percent
CID01987,0.09671013,Low Risk,Login_Drop_Percent
CID01930,0.09652121,Low Risk,Avg_Trade_Return
CID00787,0.096306615,Low Risk,Win_Rate
CID00529,0.096221305,Low Risk,Login_Drop_Percent
CID00587,0.09618739,Low Risk,Win_Rate
CID00531,0.096173696,Low Risk,Withdrawals
CID00460,0.096072026,Low Risk,Email_Open_Rate
CID01612,0.09603478,Low Risk,PnL_Percent
CID01927,0.09590326,Low Risk,Login_Drop_Percent
CID01275,0.09575548,Low Risk,Email_Open_Rate
CID00494,0.09552683,Low Risk,Engagement_Score
CID00509,0.09550069,Low Risk,Engagement_Score
CID01356,0.095500335,Low Risk,Avg_Trade_Return
CID01428,0.09543221,Low Risk,PnL_Percent
CID01425,0.095425054,Low Risk,Email_Open_Rate
CID01686,0.0954247,Low Risk,Win_Rate
CID00320,0.095358044,Low Risk,Engagement_Score
CID01761,0.09523798,Low Risk,Engagement_Score
CID01793,0.09509568,Low Risk,Withdrawals
CID01587,0.09508965,Low Risk,Email_Open_Rate
CID01618,0.09506822,Low Risk,Email_Open_Rate
CID00574,0.09505798,Low Risk,PnL_Percent
CID00816,0.09501777,Low Risk,Win_Rate
CID01128,0.094965026,Low Risk,Win_Rate
CID00899,0.094910555,Low Risk,Avg_Trade_Return
CID00712,0.09483485,Low Risk,Withdrawals
CID01053,0.09452051,Low Risk,Win_Rate
CID01652,0.0944086,Low Risk,Email_Open_Rate
CID01059,0.09438799,Low Risk,PnL_Percent
CID00122,0.09430076,Low Risk,Withdrawal_Ratio
CID00656,0.094117515,Low Risk,Withdrawal_Ratio
CID01688,0.094072215,Low Risk,Win_Rate
CID00094,0.09398202,Low Risk,Win_Rate
CID00443,0.093972534,Low Risk,Deposits
CID00284,0.09396807,Low Risk,Withdrawal_Ratio
CID00514,0.09391143,Low Risk,Email_Open_Rate
CID01228,0.09386709,Low Risk,Withdrawal_Ratio
CID00730,0.09370337,Low Risk,Win_Rate
CID00846,0.09366026,Low Risk,Win_Rate
CID01391,0.093617514,Low Risk,Withdrawals
CID01727,0.093546025,Low Risk,Deposits
CID01707,0.09342421,Low Risk,Win_Rate
CID01875,0.0934213,Low Risk,Withdrawal_Ratio
CID00727,0.09341761,Low Risk,Win_Rate
CID00747,0.093252,Low Risk,Withdrawals
CID00579,0.09319332,Low Risk,Withdrawal_Ratio
CID00568,0.09314906,Low Risk,Withdrawals
CID01807,0.0930903,Low Risk,Email_Open_Rate
CID00549,0.09294963,Low Risk,Email_Open_Rate
CID00226,0.09294762,Low Risk,Withdrawals
CID01501,0.09292068,Low Risk,Win_Rate
CID01385,0.092914656,Low Risk,Deposits
CID00609,0.0928525,Low Risk,PnL_Percent
CID00249,0.0927457,Low Risk,PnL_Percent
CID00306,0.092652075,Low Risk,Win_Rate
CID01449,0.09261493,Low Risk,Account_Age
CID00368,0.09245308,Low Risk,Email_Open_Rate
CID01714,0.09234345,Low Risk,Account_Age
CID01973,0.09218603,Low Risk,Avg_Trade_Return
CID01236,0.09216972,Low Risk,Engagement_Score
CID01205,0.0921403,Low Risk,Engagement_Score
CID01371,0.09189437,Low Risk,Email_Open_Rate
CID01268,0.09188504,Low Risk,Win_Rate
CID01440,0.09186306,Low Risk,Account_Age
CID00853,0.091671646,Low Risk,Account_Age
CID01173,0.09164169,Low Risk,Avg_Trade_Return
CID01876,0.091456264,Low Risk,Win_Rate
CID01519,0.091252044,Low Risk,Win_Rate
CID00841,0.09113422,Low Risk,Email_Open_Rate
CID00223,0.09109896,Low Risk,Withdrawals
CID00268,0.09108178,Low Risk,Engagement_Score
CID01965,0.09089575,Low Risk,Win_Rate
CID01448,0.090818316,Low Risk,Avg_Trade_Return
CID01240,0.0907361,Low Risk,Engagement_Score
CID00501,0.09068577,Low Risk,Email_Open_Rate
CID00765,0.090632685,Low Risk,Win_Rate
CID01551,0.0906216,Low Risk,Engagement_Score
CID01293,0.09060754,Low Risk,Withdrawals
CID01352,0.09057173,Low Risk,Email_Open_Rate
CID01160,0.09054455,Low Risk,Email_Open_Rate
CID01794,0.090503134,Low Risk,Win_Rate
CID01680,0.090501584,Low Risk,Withdrawal_Ratio
CID01297,0.09049089,Low Risk,PnL_Percent
CID00287,0.090484254,Low Risk,Win_Rate
CID00115,0.09041528,Low Risk,Account_Age
CID00310,0.09039303,Low Risk,PnL_Percent
CID00500,0.090356804,Low Risk,Win_Rate
CID00041,0.090239175,Low Risk,PnL_Percent
CID01088,0.08977222,Low Risk,Login_Drop_Percent
CID01251,0.08976246,Low Risk,Email_Open_Rate
CID01401,0.08972964,Low Risk,Engagement_Score
CID00956,0.089716725,Low Risk,Engagement_Score
CID01650,0.0896467,Low Risk,Email_Open_Rate
CID01902,0.089615025,Low Risk,Win_Rate
CID00111,0.089558646,Low Risk,Avg_Trade_Return
CID01737,0.089498505,Low Risk,Engagement_Score
CID01055,0.08944657,Low Risk,Win_Rate
CID01868,0.08934165,Low Risk,Withdrawal_Ratio
CID00973,0.089314625,Low Risk,PnL_Percent
CID01499,0.08926345,Low Risk,Win_Rate
CID01416,0.08923827,Low Risk,Drawdown
CID01036,0.08913558,Low Risk,Withdrawal_Ratio
CID01639,0.08911325,Low Risk,Withdrawal_Ratio
CID00964,0.08909976,Low Risk,Withdrawal_Ratio
CID00089,0.089064896,Low Risk,Account_Age
CID00581,0.08889436,Low Risk,Email_Open_Rate
CID01594,0.08887416,Low Risk,Win_Rate
CID01781,0.08882448,Low Risk,Avg_Trade_Return
CID00225,0.088544875,Low Risk,Email_Open_Rate
CID00576,0.08848884,Low Risk,Win_Rate
CID00230,0.088448055,Low Risk,Engagement_Score
CID01040,0.08842903,Low Risk,Engagement_Score
CID00148,0.08807941,Low Risk,Email_Open_Rate
CID01359,0.08797596,Low Risk,Win_Rate
CID01614,0.08793353,Low Risk,Win_Rate
CID00408,0.087929584,Low Risk,Win_Rate
CID01822,0.08781047,Low Risk,Win_Rate
CID01220,0.08760514,Low Risk,Win_Rate
CID01437,0.08759642,Low Risk,Engagement_Score
CID00605,0.08756424,Low Risk,Win_Rate
CID01221,0.0874597,Low Risk,Win_Rate
CID01169,0.08744653,Low Risk,Login_Drop_Percent
CID01382,0.08744132,Low Risk,Email_Open_Rate
CID00454,0.08739352,Low Risk,Win_Rate
CID01154,0.087308995,Low Risk,Withdrawals
CID00438,0.08729053,Low Risk,Withdrawals
CID00321,0.08704816,Low Risk,Withdrawals
CID01028,0.08700768,Low Risk,Deposits
CID00654,0.086761326,Low Risk,Win_Rate
CID01023,0.08661092,Low Risk,Win_Rate
CID00305,0.08642652,Low Risk,Withdrawal_Ratio
CID01951,0.08625449,Low Risk,Win_Rate
CID01568,0.08617718,Low Risk,Avg_Trade_Return
CID01983,0.08605982,Low Risk,Email_Open_Rate
CID00776,0.086008854,Low Risk,Withdrawal_Ratio
CID00689,0.08598668,Low Risk,Win_Rate
CID00350,0.085879974,Low Risk,Login_Drop_Percent
CID00839,0.08579614,Low Risk,PnL_Percent
CID01471,0.08577073,Low Risk,Win_Rate
CID00894,0.08573542,Low Risk,Win_Rate
CID01003,0.085652255,Low Risk,Win_Rate
CID00621,0.08559338,Low Risk,Win_Rate
CID01507,0.08558223,Low Risk,Withdrawals
