Customer_ID,Account_Age,Segment,Trades_7D,Trades_30D,Login_7D,Login_30D,Deposits,Withdrawals,Portfolio_Value,Invested_Amount,Avg_Trade_Return,Win_Rate,Drawdown,Email_Open_Rate,Push_Click_Rate,Exit_Label
CID00988,32,Active Trader,23,51,8,36,13010.27,6283.23,41307.83,41505.5,0.00898,0.4212,0.0398,0.2258,0.0096,0
CID00989,16,Active Trader,14,60,6,46,23785.32,9051.21,61086.12,47169.07,-0.01382,0.3515,0.0254,0.1893,0.0627,0
CID00990,23,Retail,2,11,4,6,386.38,85.39,6692.03,4562.84,-0.02998,0.3976,0.0975,0.1125,0.0653,1
CID00991,44,Retail,1,6,3,14,2438.42,25.72,9467.58,9627.43,0.00355,0.3167,0.2276,0.5355,0.0205,1
CID00992,16,Active Trader,22,55,15,45,9566.47,65.44,63718.72,67060.79,-0.0248,0.6753,0.1503,0.1438,0.1654,0
CID00993,11,Retail,1,6,5,11,12129.04,5002.19,57672.85,41398.69,0.00205,0.5634,0.1866,0.4504,0.0046,0
CID00994,30,Retail,1,6,4,14,4774.45,1014.26,25529.46,21570.8,0.01145,0.6257,0.0542,0.5012,0.1533,0
CID00995,7,Retail,2,6,4,19,1342.36,810.51,4463.53,2915.5,-0.022,0.4307,0.1141,0.4917,0.198,0
CID00996,14,Retail,4,6,6,7,7089.78,1315.04,33933.07,21338.82,0.01189,0.437,0.1723,0.3011,0.1236,0
CID00997,33,Retail,2,7,7,7,9186.31,4765.8,26721.95,29953.95,0.02367,0.3977,0.2595,0.3121,0.0505,0
CID00998,77,Active Trader,11,59,10,34,3059.33,471.36,17832.8,15889.17,0.02077,0.5289,0.0417,0.3736,0.2874,0
CID00999,1,Active Trader,19,54,17,46,113371.45,21466.62,243547.45,197349.36,0.02316,0.2426,0.332,0.1614,0.1528,0
CID01000,29,Retail,3,4,2,15,1264.32,272.59,5979.51,5264.9,-0.01493,0.4471,0.0434,0.0316,0.0458,1
CID01001,6,Retail,1,3,7,12,1901.62,565.63,4338.84,4936.94,-0.01528,0.1618,0.0996,0.387,0.0916,0
CID01002,4,Retail,4,5,2,11,11809.03,1053.04,16238.93,18177.67,0.0062,0.5267,0.1478,0.4995,0.4364,0
CID01003,28,Retail,0,10,2,16,2002.94,507.71,16484.07,17915.97,0.00678,0.629,0.2265,0.2586,0.1938,0
CID01004,78,HNI,9,14,3,5,224342.03,118849.3,443015.29,334270.69,0.01901,0.3788,0.0627,0.0701,0.4674,0
CID01005,28,Active Trader,20,67,12,35,18556.54,3652.27,74177.37,62745.8,0.01556,0.5013,0.1993,0.4505,0.1908,0
CID01006,1,Retail,3,6,2,18,10932.2,2825.17,37698.24,25603.57,-0.01491,0.2235,0.0995,0.3303,0.2473,0
CID01007,88,HNI,7,14,0,25,291433.58,213659.16,612647.0,587932.33,-0.01138,0.3934,0.0878,0.4895,0.0299,0
CID01008,42,Active Trader,15,61,14,29,11614.85,227.06,48904.33,29694.57,-0.01694,0.4531,0.134,0.3419,0.284,0
CID01009,32,Retail,1,6,5,9,1529.27,720.73,10207.4,7946.31,0.02063,0.5746,0.0041,0.3742,0.3084,0
CID01010,14,Retail,1,4,9,14,688.8,64.26,5383.42,5190.89,-0.03019,0.4371,0.09,0.2515,0.0722,0
CID01011,39,Retail,2,7,5,5,1363.34,257.81,9231.74,7347.65,0.02025,0.3112,0.0217,0.0343,0.3923,0
CID01012,4,Retail,3,5,3,13,11349.91,2091.52,73894.1,58503.3,0.01056,0.303,0.0683,0.4208,0.1874,0
CID01013,54,Active Trader,14,54,11,45,145326.47,60725.45,551118.87,613216.54,-0.00157,0.6121,0.1434,0.2758,0.0504,0
CID01014,38,Active Trader,16,54,10,31,38269.13,5640.77,146308.4,152686.72,-0.00551,0.3947,0.0563,0.0626,0.4262,0
CID01015,29,Active Trader,11,66,16,31,22875.63,13461.49,119222.6,76797.53,-0.04652,0.5051,0.1844,0.5029,0.4242,1
CID01016,1,Retail,4,14,7,9,1778.37,79.26,6529.37,6304.5,0.02445,0.4428,0.0711,0.1035,0.2008,1
CID01017,34,Active Trader,20,75,14,43,6293.81,3929.96,34990.75,22385.49,0.02605,0.5672,0.2131,0.4467,0.2773,0
CID01018,42,Active Trader,15,67,17,43,21656.46,8226.0,65510.85,48798.57,0.02794,0.4828,0.0632,0.1769,0.0063,1
CID01019,1,Active Trader,21,51,7,36,16914.78,4090.57,29648.79,27966.03,0.0009,0.373,0.1055,0.4316,0.1121,0
CID01020,32,Retail,4,10,4,20,3035.84,991.94,14942.64,14365.59,0.0041,0.46,0.0419,0.126,0.3346,0
CID01021,26,Active Trader,12,73,18,38,65491.05,27568.56,296130.69,292536.21,0.01333,0.2959,0.1201,0.0272,0.2709,0
CID01022,19,Retail,1,16,6,16,9196.32,3219.4,24516.35,19441.3,-0.01431,0.443,0.0667,0.2187,0.2164,0
CID01023,34,Active Trader,20,59,10,41,13923.05,5846.95,83878.42,87336.15,0.00551,0.5569,0.0028,0.1249,0.254,0
CID01024,33,Retail,1,9,1,19,7047.19,350.24,17581.37,10753.06,-0.00494,0.3422,0.2454,0.2229,0.3986,0
CID01025,43,Retail,0,6,4,15,2731.81,670.51,9597.24,10976.05,-0.00024,0.7685,0.0419,0.5197,0.1984,0
CID01026,38,Retail,2,9,6,9,3092.58,1098.32,6915.53,7034.71,0.02669,0.6101,0.2165,0.3244,0.0695,0
CID01027,90,HNI,7,16,5,9,450527.92,26718.52,2468621.89,2517130.65,0.01249,0.5687,0.0102,0.4821,0.1445,0
CID01028,62,HNI,4,20,4,11,314948.34,49729.29,1092484.3,1063504.22,-0.02319,0.6546,0.1617,0.0807,0.0618,0
CID01029,1,Retail,3,8,5,13,3634.08,1569.97,16248.67,10488.45,-0.00864,0.2598,0.135,0.6232,0.0911,0
CID01030,23,Retail,1,5,7,16,3499.89,393.0,20249.87,15497.2,0.00655,0.6959,0.1325,0.255,0.1605,0
CID01031,27,Active Trader,20,49,11,38,16376.46,10052.37,81981.75,66967.26,0.02248,0.5872,0.0697,0.2598,0.2996,0
CID01032,1,Retail,2,9,4,18,3155.21,166.93,18833.51,14291.66,-0.00037,0.3653,0.0904,0.1171,0.3003,0
CID01033,33,Retail,3,11,6,10,20529.35,5806.47,59116.74,41060.18,0.00876,0.8853,0.1433,0.2967,0.2102,0
CID01034,1,Retail,1,11,8,20,5399.46,1549.43,15035.54,13316.45,-0.00236,0.4708,0.0664,0.269,0.0618,0
CID01035,6,Retail,3,3,2,12,14888.19,1641.59,60222.51,56143.67,0.01549,0.6024,0.12,0.1521,0.0969,0
CID01036,16,Retail,5,5,2,8,2868.5,2355.18,14101.32,14383.02,0.03314,0.731,0.0474,0.3776,0.1565,0
CID01037,83,HNI,6,23,5,16,209631.76,71899.72,794320.47,725649.02,0.04035,0.4884,0.1593,0.3533,0.0994,0
CID01038,1,Retail,2,8,5,16,384.3,140.68,5076.85,3146.88,-0.01017,0.6052,0.151,0.3032,0.1106,0
CID01039,30,Retail,1,10,8,13,50484.09,20452.11,70157.23,58949.9,0.01649,0.3496,0.055,0.3005,0.3059,1
CID01040,15,Retail,2,5,5,15,10410.43,6214.43,49738.39,34785.76,0.02135,0.5432,0.0031,0.4692,0.4331,0
CID01041,25,Active Trader,14,56,11,56,7930.32,3312.36,67721.59,59549.28,0.01998,0.6618,0.0045,0.1077,0.0584,0
CID01042,41,Retail,1,4,6,13,4495.44,846.92,14773.16,12334.86,0.0023,0.5247,0.1459,0.5813,0.2967,0
CID01043,16,Retail,4,7,2,20,2892.59,611.17,20638.34,12508.71,0.01242,0.3191,0.1582,0.05,0.3047,0
CID01044,9,Retail,2,6,6,15,3162.05,158.46,12643.04,12835.22,0.01053,0.5021,0.021,0.1863,0.4336,0
CID01045,57,Active Trader,22,51,9,42,45149.62,19894.47,119969.05,137322.31,0.00976,0.585,0.1618,0.1483,0.3689,0
CID01046,23,Active Trader,25,56,14,44,11875.62,4619.02,72097.27,58536.09,0.0063,0.4969,0.3868,0.3541,0.0709,0
CID01047,64,Active Trader,14,49,12,39,28165.79,2905.4,133799.49,83602.7,0.01946,0.6249,0.0184,0.2279,0.1228,0
CID01048,15,Retail,2,4,5,13,6356.81,204.96,29389.68,29896.87,-0.01823,0.6997,0.0599,0.2838,0.2055,0
CID01049,32,Retail,4,9,3,17,3987.59,1600.16,14856.36,11804.15,-0.00328,0.3433,0.0838,0.3518,0.0458,0
CID01050,11,Retail,1,4,8,15,2804.62,346.85,11673.02,7666.32,0.01046,0.5628,0.3284,0.1524,0.3067,0
CID01051,14,Retail,2,9,4,9,14718.53,1876.73,48342.67,50440.68,0.06848,0.2392,0.0278,0.554,0.382,0
CID01052,44,Retail,2,7,6,10,6269.54,1659.3,34952.74,29621.23,0.01588,0.5846,0.1898,0.2534,0.1626,1
CID01053,50,Active Trader,21,49,19,32,20393.62,7027.14,68823.74,65362.59,-0.0013,0.6467,0.1,0.4029,0.2769,0
CID01054,16,Active Trader,14,53,8,22,119087.03,52205.55,317939.96,333628.18,0.00547,0.777,0.0337,0.5275,0.1856,0
CID01055,39,Retail,3,6,5,15,2259.97,222.06,24723.39,20688.37,0.00519,0.6906,0.0605,0.3898,0.0439,0
CID01056,50,Retail,4,9,1,12,1876.18,630.82,13729.09,9272.87,-0.00835,0.4051,0.0604,0.2711,0.1042,0
CID01057,14,Retail,2,9,7,12,1677.8,396.28,12360.79,8509.95,-0.01519,0.5149,0.1211,0.4397,0.2031,0
CID01058,22,Retail,0,4,6,11,2798.74,966.58,36924.18,24784.04,0.01353,0.4043,0.1191,0.5798,0.2435,0
CID01059,13,Active Trader,11,53,12,42,82807.26,18345.69,150913.27,152131.74,-0.00304,0.4811,0.1809,0.2777,0.278,0
CID01060,19,Retail,0,10,1,11,9770.61,870.48,42578.96,47487.24,0.00471,0.7194,0.312,0.59,0.4506,0
CID01061,15,Retail,1,3,2,9,33222.24,10913.65,89198.02,93674.63,-0.02061,0.2732,0.0389,0.1166,0.0063,0
CID01062,13,Retail,1,10,1,14,3851.23,1230.48,13399.13,13149.29,0.00804,0.7394,0.0388,0.2897,0.0123,0
CID01063,25,Retail,0,10,3,9,3065.62,137.72,11658.42,10483.05,0.02395,0.6363,0.1791,0.6857,0.0441,0
CID01064,42,Retail,2,5,3,6,7528.34,890.77,30000.85,25746.57,-0.00432,0.4071,0.1527,0.3435,0.1413,0
CID01065,1,Active Trader,21,64,9,34,46503.79,19366.18,119064.72,111881.8,-0.0064,0.6976,0.1094,0.1503,0.1625,0
CID01066,16,HNI,5,20,4,10,119068.77,13845.85,1410448.02,1559876.28,0.02742,0.7545,0.1811,0.2249,0.1532,0
CID01067,7,Retail,2,6,2,10,9558.97,1402.28,26060.7,16856.95,-0.0098,0.633,0.2453,0.3244,0.2856,0
CID01068,24,Retail,0,13,3,22,24338.5,8374.97,60352.93,53695.76,0.01229,0.2455,0.118,0.1122,0.6041,0
CID01069,2,Active Trader,23,55,14,35,26590.98,6506.63,56449.82,46493.54,-0.01014,0.2187,0.115,0.2799,0.2218,1
CID01070,32,Retail,2,4,5,14,2384.51,439.08,6160.23,5790.08,0.00654,0.7608,0.0815,0.3867,0.2254,0
CID01071,16,Retail,1,9,6,16,12553.85,7027.95,42067.98,26258.74,0.01533,0.4311,0.1275,0.3154,0.2093,0
CID01072,47,HNI,3,18,8,16,304524.06,96856.43,790898.16,535814.3,-0.00616,0.5094,0.1645,0.2293,0.013,0
CID01073,55,Active Trader,17,60,15,36,21761.16,7264.88,59101.16,51748.67,-0.00767,0.7841,0.2109,0.4888,0.6045,0
CID01074,32,Active Trader,15,62,12,33,72517.52,23438.82,148552.26,147990.21,-0.01086,0.6889,0.1546,0.4052,0.4331,0
CID01075,42,Active Trader,15,66,13,46,59302.09,39004.85,298710.03,198294.84,0.00298,0.348,0.0226,0.229,0.1003,1
CID01076,10,Retail,2,8,3,15,4669.86,966.32,12589.1,12152.89,0.00757,0.6774,0.0476,0.192,0.217,0
CID01077,22,Retail,2,10,6,12,5471.71,2802.47,51065.17,35503.75,0.00788,0.6284,0.1295,0.0268,0.2825,1
CID01078,24,Retail,3,5,4,13,29808.86,5451.66,67922.91,48174.65,0.00343,0.6136,0.0871,0.6267,0.0336,0
CID01079,35,Retail,3,7,2,13,3023.7,683.84,9102.7,8479.86,0.01962,0.386,0.0906,0.1347,0.121,0
CID01080,42,Active Trader,14,58,18,44,15578.01,2098.61,49191.42,32078.04,0.03521,0.4829,0.1409,0.4531,0.2789,0
CID01081,22,Retail,0,13,5,10,11642.22,6282.38,23998.57,23138.3,-0.0011,0.6563,0.2042,0.1035,0.2956,0
CID01082,21,Retail,1,5,11,16,12360.23,959.55,37759.51,29005.4,0.01676,0.4777,0.0758,0.4177,0.0518,0
CID01083,71,HNI,3,22,3,19,187360.61,63080.12,338588.16,322841.59,-0.02264,0.6897,0.1589,0.309,0.0357,0
CID01084,14,Retail,1,4,5,15,9804.56,626.92,25045.37,26148.96,0.01335,0.4708,0.2684,0.0997,0.4138,1
CID01085,6,Retail,2,6,6,15,12464.08,568.98,22249.43,17873.18,0.04018,0.6643,0.1306,0.1105,0.1381,0
CID01086,68,HNI,6,17,4,18,157231.59,98040.09,865794.23,542419.63,0.00716,0.7498,0.1034,0.3969,0.2574,0
CID01087,58,Retail,5,5,3,17,2730.04,1082.7,10307.79,9569.74,0.01107,0.2349,0.0482,0.2587,0.2316,0
CID01088,29,Retail,3,9,0,12,20273.99,9194.84,96764.53,88532.14,0.0144,0.6911,0.0768,0.2009,0.0178,0
CID01089,26,Active Trader,14,50,14,47,13795.37,3679.0,66706.49,48813.68,-0.01108,0.6607,0.1801,0.2333,0.3618,0
CID01090,43,Active Trader,15,47,9,46,81686.04,21316.81,164464.6,185841.08,-0.01498,0.3176,0.1164,0.0684,0.3278,1
CID01091,30,Retail,1,5,0,13,9133.87,4338.02,24263.9,22580.9,0.0096,0.3882,0.0405,0.1484,0.1839,0
CID01092,30,Retail,1,9,1,12,11818.11,1268.61,28784.09,31373.55,0.02035,0.3408,0.1781,0.2473,0.2988,0
CID01093,25,Retail,2,7,6,12,35937.43,620.83,90300.74,75811.34,-0.00706,0.5025,0.2318,0.1996,0.2855,0
CID01094,38,Retail,1,10,3,8,17974.98,7836.4,74593.25,62071.81,0.0193,0.8093,0.1876,0.1349,0.0624,0
CID01095,31,Retail,1,7,4,11,4512.25,1353.38,11536.17,11619.98,0.01042,0.5203,0.2348,0.7313,0.0408,0
CID01096,38,Active Trader,21,60,18,35,48731.99,11386.61,127656.79,133410.0,-0.00218,0.4251,0.1113,0.3412,0.1827,0
CID01097,76,HNI,9,11,6,16,278263.81,22212.91,1661615.77,1744064.91,-0.00114,0.466,0.053,0.0636,0.1494,1
CID01098,1,Retail,3,6,4,15,10790.14,148.81,35604.52,34824.07,-0.00226,0.4106,0.0034,0.351,0.0325,0
CID01099,27,Retail,2,8,3,25,8523.75,366.04,41352.11,25278.06,-0.00871,0.6952,0.0463,0.3018,0.172,0
CID01100,71,HNI,2,15,6,23,303108.03,4936.04,1347658.84,1118246.84,0.00825,0.4161,0.1935,0.143,0.1144,0
CID01101,42,Active Trader,15,66,9,46,65752.48,13192.51,162061.78,100721.96,-0.00792,0.6333,0.1322,0.3527,0.3014,1
CID01102,24,Retail,2,5,4,12,1894.86,647.19,10822.13,7172.75,-0.004,0.8678,0.1705,0.378,0.2411,0
CID01103,30,Retail,3,12,5,11,12906.84,1905.17,34907.21,39808.28,0.00792,0.4094,0.1667,0.2205,0.372,0
CID01104,40,HNI,5,12,2,17,643805.06,24155.4,1632764.88,1766225.42,0.04635,0.2559,0.1558,0.2854,0.1639,0
CID01105,55,Active Trader,15,63,12,37,150763.53,88742.33,176185.78,173088.57,-0.01985,0.404,0.0131,0.1765,0.0876,0
CID01106,35,Retail,2,5,5,13,3903.73,135.0,7360.64,6578.15,-0.0334,0.508,0.1,0.127,0.4935,0
CID01107,42,Active Trader,16,65,6,37,25587.38,5838.4,36032.33,39340.63,-0.01443,0.1969,0.1396,0.386,0.1622,0
CID01108,32,Retail,2,6,4,15,16599.17,5272.06,29070.44,27011.28,0.03141,0.4067,0.0309,0.4119,0.2346,0
CID01109,38,Active Trader,16,45,10,43,19781.94,3631.5,45105.51,49672.14,0.00478,0.2587,0.1642,0.2805,0.0587,0
CID01110,47,Active Trader,15,49,8,41,44489.45,2872.66,278233.71,294921.08,-0.00051,0.4134,0.0226,0.3246,0.041,0
CID01111,34,Retail,1,10,3,19,6538.89,571.56,27856.5,27271.37,-0.0039,0.5519,0.1097,0.3606,0.2488,1
CID01112,16,Retail,2,6,4,16,10578.8,6669.77,66078.79,58727.71,-0.00071,0.3833,0.0893,0.0965,0.088,0
CID01113,42,Retail,1,13,3,13,2891.68,1435.69,10352.33,11477.41,-0.01277,0.5884,0.1404,0.3039,0.0918,1
CID01114,22,Retail,6,6,3,19,4591.7,1589.65,19911.63,18119.25,-0.00536,0.3975,0.1637,0.3598,0.4051,0
CID01115,9,Active Trader,18,65,7,36,16772.76,3530.55,191162.38,121477.35,0.01502,0.2153,0.0906,0.2262,0.2354,0
CID01116,27,Retail,1,5,4,12,1015.56,247.83,5578.05,5186.31,0.00013,0.4046,0.1702,0.1915,0.1028,0
CID01117,31,Retail,2,6,2,14,18834.09,5007.45,58179.26,37961.05,-0.02358,0.3083,0.0763,0.0137,0.2869,0
CID01118,52,Retail,1,6,2,11,7491.84,1628.9,61229.91,37502.41,0.00402,0.5146,0.2331,0.2137,0.0885,0
CID01119,2,Retail,2,8,5,10,3566.25,470.42,8213.49,8872.02,0.01369,0.6295,0.1171,0.1332,0.2854,0
CID01120,3,Retail,3,5,7,9,11646.27,2482.17,58278.87,51031.79,0.00278,0.7514,0.1353,0.3916,0.0852,0
CID01121,68,HNI,6,13,4,16,94912.02,49428.95,486533.85,336734.21,0.00381,0.3847,0.0306,0.2646,0.0288,0
CID01122,38,Active Trader,15,46,12,39,171959.86,36558.36,716961.75,719365.79,-0.00639,0.3692,0.0212,0.4452,0.2437,0
CID01123,3,Retail,1,6,6,6,1813.98,529.38,9759.66,8566.92,0.01432,0.581,0.0867,0.2317,0.1361,1
CID01124,32,Retail,0,10,5,14,7211.11,1423.98,31676.37,23921.02,0.01296,0.2976,0.0129,0.1215,0.0511,0
CID01125,29,Retail,2,2,4,14,2243.98,671.11,12297.85,13255.33,0.01479,0.6255,0.0553,0.4852,0.3172,0
CID01126,32,Retail,6,6,2,21,6178.34,985.02,15557.95,12586.97,-0.00907,0.2538,0.166,0.2993,0.1267,0
CID01127,45,Retail,4,9,7,11,5024.0,2326.53,18065.2,20130.35,-0.00771,0.8593,0.1235,0.2741,0.0295,0
CID01128,23,Retail,2,3,4,16,2071.86,76.36,14795.99,16143.82,-0.00327,0.5378,0.1561,0.5589,0.1424,0
CID01129,31,Active Trader,21,67,8,28,18789.89,6356.41,110573.54,108752.05,0.01096,0.6166,0.1129,0.4351,0.1307,0
CID01130,37,Retail,1,4,4,6,12556.31,5939.25,25986.84,26437.11,0.01479,0.7206,0.1753,0.4837,0.3473,0
CID01131,50,HNI,4,15,5,12,228410.67,57554.71,913410.73,624090.57,0.02044,0.6299,0.1703,0.0953,0.0066,0
CID01132,10,Active Trader,18,54,14,49,127254.62,4616.05,110982.08,108078.38,-0.00206,0.7494,0.0183,0.122,0.2101,0
CID01133,22,Retail,3,7,4,10,35319.31,10657.3,50333.34,55791.23,-0.00635,0.7273,0.1457,0.3349,0.1854,0
CID01134,1,Active Trader,24,63,12,45,79338.71,4572.63,169161.37,106219.72,-0.00671,0.4286,0.1712,0.2285,0.044,0
CID01135,103,HNI,4,13,4,14,223073.14,114073.53,958175.99,612790.95,-0.01492,0.7808,0.0073,0.1327,0.1373,1
CID01136,33,Retail,1,10,3,15,3912.63,2042.01,24585.77,18948.24,-0.0175,0.2817,0.2018,0.3464,0.3596,0
CID01137,47,Retail,2,6,3,17,3299.92,212.9,16705.79,11176.63,0.0177,0.3023,0.1132,0.2138,0.0356,0
CID01138,92,HNI,1,18,8,23,501862.41,80537.9,1417319.3,1223781.14,0.0457,0.2382,0.0828,0.2439,0.2121,0
CID01139,17,Retail,3,6,3,19,5880.78,3682.53,35971.37,35592.37,0.00034,0.3946,0.0601,0.31,0.1079,0
CID01140,7,Retail,1,6,6,15,8820.99,2232.72,76370.03,53334.84,0.0172,0.1929,0.194,0.2839,0.23,0
CID01141,25,Retail,1,3,6,13,28990.98,9219.09,51457.77,40842.08,0.00865,0.6058,0.3824,0.37,0.4207,0
CID01142,31,Active Trader,17,48,19,38,35251.72,8970.34,126968.95,91452.6,-0.00072,0.2244,0.2067,0.178,0.2715,0
CID01143,32,Retail,6,8,4,24,2398.7,282.31,17490.51,11623.82,0.01517,0.3908,0.1454,0.2616,0.1742,0
CID01144,30,Active Trader,23,50,11,38,39575.83,29964.81,107474.88,105559.97,0.01089,0.4475,0.0514,0.1882,0.15,0
CID01145,27,Active Trader,11,81,9,36,29390.77,6087.67,50702.93,56890.9,0.01336,0.7258,0.1518,0.3867,0.1655,0
CID01146,91,HNI,6,23,2,12,227915.25,61080.26,1330485.05,1388763.07,0.02906,0.4489,0.0388,0.0384,0.0975,0
CID01147,40,Active Trader,20,53,20,33,24342.4,17236.73,78913.79,88952.88,-0.01482,0.4113,0.1171,0.3073,0.1089,0
CID01148,10,Retail,2,3,2,8,7766.47,884.7,18247.92,20678.24,0.00799,0.5056,0.258,0.5675,0.1936,0
CID01149,36,Active Trader,14,78,20,50,52586.57,22770.6,110357.73,110028.61,0.00033,0.8088,0.1352,0.3489,0.1184,0
CID01150,11,Retail,3,11,4,17,6086.48,2187.55,32561.31,23379.89,-0.00494,0.2313,0.1848,0.3762,0.1148,0
CID01151,39,Active Trader,16,73,10,42,98172.99,27276.6,135454.54,151296.9,0.00472,0.2403,0.2009,0.2633,0.1025,0
CID01152,42,Active Trader,22,48,5,42,20488.33,2487.16,153531.47,158450.45,0.01472,0.3597,0.1858,0.1763,0.0501,0
CID01153,48,Active Trader,15,68,16,40,7605.48,743.24,28906.38,20411.52,-0.0073,0.4028,0.1798,0.2412,0.3822,1
CID01154,73,HNI,6,21,6,11,305208.24,111245.67,1337736.5,992913.48,0.02462,0.1677,0.0586,0.1716,0.3544,0
CID01155,19,Retail,2,11,11,11,10734.1,5959.81,22582.5,24572.52,-0.0437,0.4986,0.2167,0.5724,0.0554,0
CID01156,48,HNI,5,26,8,17,99132.92,54573.27,932929.74,568857.12,0.00912,0.2677,0.1771,0.166,0.1211,0
CID01157,16,Retail,1,8,6,18,1263.14,192.26,6510.19,6230.27,0.0215,0.6572,0.0193,0.1937,0.0381,0
CID01158,15,Retail,1,7,4,18,2955.24,331.54,18746.98,17561.4,-0.02365,0.7039,0.0908,0.475,0.0978,0
CID01159,45,Retail,4,6,0,7,2917.27,613.74,18637.54,21042.49,0.00147,0.529,0.0047,0.1474,0.0127,0
CID01160,10,Retail,0,6,5,14,27629.38,15920.73,49176.94,45537.89,-0.00029,0.3964,0.0702,0.1949,0.1396,0
CID01161,41,Active Trader,26,50,14,33,11143.12,1743.36,70507.26,61359.92,-0.01155,0.4791,0.1009,0.4779,0.0408,0
CID01162,27,Active Trader,18,74,14,47,4100.43,1271.88,49614.51,41459.7,0.00327,0.7979,0.0592,0.1507,0.0222,1
CID01163,49,HNI,6,24,5,17,165123.71,30379.67,507340.19,397232.62,-0.02755,0.449,0.1605,0.2903,0.4133,0
CID01164,11,Retail,2,4,4,23,1085.26,120.04,4435.19,3831.82,-0.00315,0.3538,0.0427,0.2877,0.2655,0
CID01165,42,HNI,6,19,4,14,283506.25,110390.09,778309.91,592852.48,0.0169,0.7725,0.0429,0.4598,0.2055,0
CID01166,16,Retail,1,6,3,13,1654.16,193.59,12367.95,9420.76,0.00323,0.4577,0.2388,0.1337,0.2854,0
CID01167,32,Retail,3,6,4,11,7324.86,664.83,16992.35,16724.85,0.01468,0.6134,0.0254,0.2996,0.5638,0
CID01168,41,Active Trader,27,49,6,36,10443.26,451.84,41028.43,46427.09,-0.01998,0.6318,0.1786,0.1952,0.0564,0
CID01169,43,Retail,2,6,0,14,9660.37,2083.25,44715.21,45023.66,0.0063,0.7057,0.0019,0.0726,0.3214,0
CID01170,19,Active Trader,17,65,15,51,12770.55,1544.36,50680.65,43893.23,0.00483,0.218,0.0452,0.523,0.3401,0
CID01171,20,Retail,6,8,5,18,4286.52,1628.19,15040.68,16510.24,0.00891,0.4063,0.1255,0.2769,0.0497,0
CID01172,44,Retail,1,6,3,12,2560.24,1852.69,11075.65,11754.75,0.01594,0.3625,0.1003,0.1464,0.1925,1
CID01173,53,Retail,1,6,3,16,46185.11,7512.13,91009.37,97799.16,0.0116,0.5549,0.1269,0.3333,0.0564,0
CID01174,28,Retail,3,7,1,9,3477.92,807.63,20471.39,19726.1,0.00297,0.2405,0.0377,0.3832,0.1036,0
CID01175,53,Retail,2,10,3,12,32782.9,5684.73,78672.94,64517.82,0.02236,0.2968,0.0742,0.1735,0.2355,0
CID01176,36,Retail,2,8,2,14,1695.69,341.17,5814.87,5094.71,0.00353,0.2777,0.1934,0.2209,0.1288,1
CID01177,1,Retail,3,5,6,15,5060.52,197.78,29829.05,21199.3,-0.0202,0.5511,0.1185,0.4276,0.3757,0
CID01178,21,Retail,4,6,5,19,7747.57,589.24,25349.47,26297.07,-0.00945,0.3428,0.1368,0.148,0.3453,0
CID01179,1,Retail,1,9,5,13,1906.66,96.02,9857.53,9859.52,-0.01374,0.674,0.0623,0.6776,0.4556,1
CID01180,59,Active Trader,18,60,11,41,9474.13,5856.56,71947.59,61813.87,-0.02167,0.2576,0.0301,0.472,0.2249,1
CID01181,38,Active Trader,18,56,7,46,22651.56,1175.82,79872.02,63453.47,0.01435,0.3026,0.0021,0.1095,0.4463,0
CID01182,65,Active Trader,16,66,7,35,121665.45,12432.04,194187.19,185150.34,0.023,0.7673,0.0097,0.4809,0.2052,0
CID01183,11,HNI,0,15,5,14,257012.25,84018.38,791066.3,629951.13,0.02214,0.1673,0.0678,0.341,0.0466,0
CID01184,42,Retail,2,10,4,19,54036.43,21239.03,92618.1,100643.74,-0.00388,0.5881,0.0603,0.383,0.1292,0
CID01185,38,Active Trader,18,47,12,44,56875.28,8917.21,81553.65,76847.01,-0.00529,0.1486,0.1156,0.2759,0.1559,0
CID01186,19,Retail,2,8,5,13,1411.51,437.87,9613.79,6422.73,0.00457,0.2505,0.1923,0.4808,0.2595,0
CID01187,27,Retail,1,8,7,10,4867.23,1548.93,16784.64,15872.3,0.00713,0.3906,0.1987,0.2375,0.5433,0
CID01188,12,Retail,1,6,3,15,7867.45,2336.96,44703.43,35348.65,0.00758,0.5455,0.0716,0.7494,0.222,1
CID01189,29,Active Trader,19,70,14,40,38403.71,9620.72,60565.21,61622.59,0.00344,0.6669,0.1356,0.4271,0.3308,0
CID01190,2,Active Trader,17,61,14,42,52833.34,3573.05,108405.83,114778.25,0.0168,0.4672,0.2207,0.5574,0.1447,0
CID01191,22,Active Trader,14,59,10,44,25976.88,19632.83,174808.59,110187.75,-0.01283,0.373,0.2226,0.1447,0.4556,1
CID01192,44,Active Trader,21,71,18,34,112444.41,28453.01,375656.25,321482.06,0.00751,0.3893,0.0109,0.7002,0.2138,0
CID01193,49,Retail,0,4,2,15,7508.29,567.42,18621.77,20481.18,-0.01175,0.2617,0.0673,0.2025,0.1627,1
CID01194,39,HNI,3,21,4,13,51083.26,7856.01,230743.91,144546.72,-0.03632,0.3667,0.2068,0.1764,0.3276,0
CID01195,29,Retail,3,7,3,15,13605.36,3912.06,28804.3,22285.26,0.00189,0.7246,0.0425,0.0713,0.1659,0
CID01196,23,Retail,3,12,7,17,4218.79,1627.83,21912.43,20579.58,-0.0051,0.2817,0.1438,0.4803,0.1098,0
